EmployeeID,LastName,FirstName,HireDate,Salary
9278eb42-63b3-4f66-a924-9b6f619ac1b6,Plemons,Myrtle,2019-12-07,189000
6dd35db1-d466-4c85-b11c-bfeb3ecb204e,Faris,Tracy,2020-01-15,121000
e2ce7dde-277d-4775-a679-b43d8f9d59c7,Pocius,William,2020-02-02,150000
7df1ed32-5108-49f4-ae90-e741ac4c508e,Mathis,Melanie,2020-04-12,163000
8a2d9dbd-206d-4b53-a155-49011cc7b619,Mckeown,Rhonda,2019-11-21,69000
8bfa415d-a333-4af6-bfad-daa47c016b0c,Britt,Myriam,2019-12-16,176000
8e762d36-f679-41ba-b769-b9613df3d61c,Spera,David,2020-01-08,55000
2fe7bf0a-85c9-4d80-bc7f-8d27435ef034,Parks,John,2020-01-06,83000
cca9ede9-4619-4083-9daa-a18d49b09d74,Parker,Alexandra,2020-01-10,195000
f1343dc5-66d3-470f-bce7-adbe2651e599,Roth,Eddie,2020-03-07,151000
6619712c-4625-491b-bc79-7abcb1b5a502,Vandermeer,Ramon,2020-02-25,168000
fd10d148-01a2-4cae-a107-ed61865d32c8,Jones,Shannon,2020-03-30,96000
fe1373df-b2f9-4c86-921e-0730c5bc8e65,Elias,Jo,2020-03-11,102000
2e169a26-01d5-425f-b42b-c3d3ff3a12aa,Mcfarlin,Kathy,2020-03-02,197000
34f2e33d-2322-4593-9568-65541ea5c429,Lindsley,Steven,2019-11-17,189000
153dc763-86f5-48d2-bdd5-f38f07531061,Burkett,Ray,2019-11-22,151000
a620fce9-3589-419c-a872-f02dff30271e,Gould,Adelaide,2020-03-18,153000
e0dbd404-1010-4711-9cd2-52729cdfae11,Walker,Dolores,2020-03-01,116000
fc57cfb8-7b46-480a-a4cd-68fa98b634f7,Parker,Dustin,2020-04-01,91000
eab6dde3-c4e1-41ae-a93b-2dfe3f438145,Ortiz,Matthew,2020-04-01,139000
977acee3-4c3c-4372-90c2-fdd349d88325,Howard,Hassan,2020-03-30,147000
05a84db4-81e1-4159-a6d4-9979331f1fa4,Jones,Elizabeth,2020-03-14,192000
f63f7df4-0590-4696-8d24-fb6a47866e2c,Montgomery,Diane,2019-12-22,144000
7004bc7d-5fc9-4bbd-b797-164ed05058e8,Oliver,Justin,2020-03-17,93000
df58c96d-acfe-481a-8c1f-56bfdb1c77c3,Trusty,Monique,2019-12-24,174000
ffb1ee71-4ec2-40dc-891e-2513a317bca9,Waddell,Jeffery,2019-11-29,94000
47f97b11-7941-4c80-8732-428cc473fdf7,Patrick,Thomas,2019-12-06,184000
45cee313-ec2b-4ae5-88ec-e3fdb78e6b05,Hampton,Sean,2019-12-14,77000
