EmployeeID,LastName,FirstName,HireDate,Salary
e8630b14-28ec-420d-9f54-7068de708f32,Porter,Michael,2020-04-10,89000
ce9ae66e-1e5d-49f4-a2b8-bbb723d57fec,Walker,David,2019-12-14,84000
1ad60e4d-699e-45f7-ab78-4cee3e1c365f,Dowd,John,2020-03-06,57000
aef1063e-2382-42a1-bd7c-8f238fe58aef,Munoz,Marie,2019-12-10,84000
bee2e143-eeca-49a2-a732-4a55b4d185af,Sturm,Jerry,2019-11-17,72000
1acd2600-e96b-4bb5-a447-4d8ad78d9ced,Demaio,Lydia,2019-12-31,91000
1ff6f9e5-c78a-43c1-9e74-c0d3a652d8a5,Barry,Eva,2020-03-02,71000
0f5706af-0e1f-4ae8-b02e-cb3822ae692a,Northrop,Teresa,2020-02-22,54000
a5c2403c-1a12-427b-9bbd-1559d43db66c,Derosa,Ray,2020-03-27,75000
e7283af8-ad9e-49be-b5d3-6ed9cce292d8,Moorehead,Kurt,2020-01-10,74000
dcaee573-c85d-428f-b536-7f93a95bdac6,Moore,Loretta,2020-02-17,53000
7bf9de15-e77c-4a11-a7ba-7a3b1d8c25f5,Chapman,Josephine,2020-03-05,50000
110187f4-3a15-4942-98d8-eac762e0f85c,Pryor,Kaitlyn,2020-04-02,92000
b02eac67-b582-4f3f-a27d-2599b71be1f3,Rustrian,Lillian,2019-12-12,78000
aab0e9e7-5b5c-4701-9047-b2b0a8ed4be1,Vanderlinde,Lula,2019-11-27,90000
bddc0e52-2726-4ded-9324-f9a19da82434,Bell,Hazel,2020-01-15,68000
b231603a-d3fe-48df-b84e-24f51ac666e3,Razor,Alison,2020-01-16,59000
019ab9a5-1d9a-470a-894a-8a84ee9fa6bb,Capellan,Patricia,2020-01-20,75000
705ae5f8-d5dc-4e3d-b2a5-05b4f7ff129c,Alvey,Martha,2020-01-26,81000
befd9e27-400b-4bca-bcaf-129d27a8b7cf,Torres,William,2020-01-24,81000
5a029328-3961-47a2-8cfe-8e0eefd2fc07,Clark,Michael,2020-01-29,87000
7e920ea1-799b-4081-9e54-b7120b2d4e90,Moore,Carolyn,2020-02-24,82000
ecdcfa8d-e8f7-4c3e-b475-3151aefce671,Burnett,Janene,2020-01-06,76000
470a3cf5-69fe-48ba-aeb6-409689eefad3,Amato,Susan,2019-12-16,60000
3605baa1-69e0-4920-b705-abd1a093cce3,Ray,Katrina,2019-12-24,50000
d4869d27-4d1c-4eb5-87c0-a97d95c0f0d2,Glover,Ronald,2020-03-02,91000
19d4620c-2a33-4716-9c06-fc50e0e421ac,Lewis,Lonnie,2019-11-29,85000
7926d9a8-f8c3-4dfb-947c-88d6eb1d6208,Rollo,Rochelle,2020-03-15,83000
b05eb409-edbc-4019-a405-33ff4e7f743f,Gamez,Antonio,2019-11-26,93000
da493d49-12c4-49f1-b515-c9f9824a1aee,Ortego,Anderson,2020-02-02,98000
762143c4-1524-4e01-a374-8daf6dc7fdf1,Blanchard,Esther,2020-04-04,96000
f3c37bab-3232-43f6-b222-0c37439c7179,Moon,Wendell,2020-02-04,78000
d2f4e69c-afa7-4b75-bac9-d8bfbf37a2be,Alonzo,Jose,2019-12-30,59000
5f3af617-477d-4a02-b21e-8c46379e1126,Wheatley,Lisa,2019-12-05,74000
db34a229-dc29-47bf-b495-ab140c02da6b,Irizarry,Esther,2020-02-13,93000
011ee98f-da1b-4dfe-8d0f-f72692457d5f,Bickerstaff,John,2019-12-14,100000
61e08b13-cd9f-4dfa-89cf-47d244b85d2d,Caccamise,Joan,2019-12-02,97000
bb7a8686-521b-46aa-9879-98e2f7297cce,Prohaska,Victoria,2019-11-30,85000
9ebb7d69-90b4-4b59-ac23-fddef906b25e,Villanueva,Lina,2020-03-05,91000
4b936338-801e-4c8c-9c78-ba3f1e77c228,Krause,Oliver,2020-02-08,62000
5d048e9b-452f-48cf-881d-c065b613f2c7,Yuste,Yvette,2019-12-16,66000
ab604c7b-3536-424c-82ee-bfab2eaecb38,Magnuson,Helen,2019-12-28,76000
31f50e22-f6d6-4af8-b7bc-e86ab4f26456,Zamarripa,Luz,2020-02-22,97000
de3ffa25-5200-4183-a4e5-d9cd78c50727,Bender,Angie,2020-03-26,52000
