EmployeeID,LastName,FirstName,HireDate,Salary
9b1ea93f-658b-447e-959d-3b6e355afd79,Barney,John,2020-03-14,75000
5fc1c870-c9bc-42cc-90cb-448ac470db1e,Hope,Chadwick,2020-04-09,94000
11ecabe5-ff7a-4987-8708-9e29528bc599,Sachez,Andres,2020-02-26,67000
3f0b0921-3aa6-4d6a-9672-70579860fa4e,Finnerty,Christine,2020-01-06,59000
77117fd3-5984-40a9-a397-40b21e9d0c71,Russell,Joan,2019-12-07,78000
63a60848-9ada-41fa-aaec-917d4eea1cd5,Brown,Catherine,2019-12-06,82000
f295db09-c254-4364-8543-e17af7f6076a,Estrada,Grace,2020-04-04,82000
c1d389d6-563b-4f9f-bb3d-0ddc2f6aa128,Rigney,Cathy,2020-03-29,83000
2d1ac677-6b9c-4e25-b27c-eb72227bb958,Williams,Charlene,2019-12-25,66000
1ae8d0b2-4df5-442b-9ae7-385536825244,Dials,Bruce,2020-04-06,66000
061ec0ba-08c6-4c70-abe3-b261c5082186,Ward,Ramona,2019-11-20,68000
56df7de2-b9a3-42b3-a0ad-e0d7fa973f26,Oliver,Tammy,2019-11-23,95000
41f13b9c-d4dc-4a40-be2b-bd13ccc4fbd8,Thomas,June,2020-04-10,50000
8167f17f-8a6e-470e-82ce-7d9457754f91,Edge,Larry,2019-11-24,73000
a05853ce-5fd4-4ca2-9bf8-b1fd635fabe0,Stotts,Chris,2020-03-28,76000
b29d7793-e11f-40dc-a18b-066bfdefeda7,Powell,Lamar,2020-02-21,100000
3132ba59-dec5-482a-a3f1-e76320df03f0,Young,Margaret,2020-02-14,98000
c392bbd2-6745-4a0f-b37d-224cfaeedbaf,Kirsch,Justin,2020-01-10,79000
0ce13f18-8974-4cba-94b9-a7b18278149f,Guzman,Diane,2019-12-04,77000
17c5f952-8b1d-41fe-b93b-d49b5f9017e1,Stovall,Robert,2019-12-27,76000
23dc21d8-c037-4b6a-a9e1-cffb4dc57c23,Coleman,Mark,2020-02-13,83000
ca5946d7-9ff4-46de-847d-22a31399050a,William,Renee,2019-12-13,78000
b3871873-a652-465c-903c-6b5766f6117c,Espinoza,Sang,2019-12-11,82000
82e86f72-b240-47df-a923-dc45733586f5,Owens,Blythe,2020-01-18,81000
5d024a74-8b74-4a4c-8e81-e7714645c4bc,Mcguyer,Paul,2019-12-09,89000
9f97a4b7-b6f4-42f9-b963-5e23855ea697,Jones,Jeremy,2020-01-10,95000
bec80e35-1c56-4e6d-a842-a12895462dc6,Debose,Donnie,2020-04-06,67000
2da672af-85ae-4c8a-8749-1d0b2142c7a7,Koenig,Cynthia,2020-01-17,66000
