EmployeeID,LastName,FirstName,HireDate,Salary
6e8cfb42-9700-4034-be00-56ce2ec9778f,Rouse,Joan,2020-02-09,58000
70c32d8e-b64f-4491-b58b-6f494dda8a9a,Studeny,Kerry,2020-03-01,74000
62d44840-f394-4dc2-b198-e60dac1b93c5,Lamaster,Oscar,2019-11-27,69000
c9ea8a89-3851-43e6-be5a-87d9e99f136e,Broyles,Jodie,2020-03-02,68000
2b2736a0-011c-4fac-bbf5-bbd7a7b22568,White,Gladys,2020-03-04,98000
caac6f18-8c03-4ea5-b543-c60c622dffc3,Long,Rebecca,2020-01-06,64000
da4e8382-6729-4f4e-b951-33e7e14dbdaa,Boas,Robert,2019-11-21,56000
54575f8b-4850-4abd-aa17-d1404300edff,Castagna,Mark,2020-03-22,80000
bb9e9585-aa83-48aa-9171-15e8341cd20e,Young,June,2019-12-20,65000
e87ae5ac-75a0-4d9a-832e-4532e53f8f4f,Nash,Kathleen,2019-12-21,96000
0a144709-7fd8-44df-95dc-fef07450f168,Hernandez,Julian,2020-02-08,61000
ed333c5b-afdb-4e20-be08-9a4325b36ddf,Jones,Stephen,2020-01-13,93000
96b38a75-2a5c-418a-982c-7d35e10748c7,Galloway,Joseph,2020-03-16,97000
d4ac73b3-ad2f-4b26-8f9d-532d40985b01,Guidry,Betty,2020-01-03,69000
dc5e11a1-42dc-405d-9b1b-ea1def87d7bd,Ray,Sonny,2020-03-20,50000
a283e4d7-4367-451d-b18a-95106e830340,Matteo,Hattie,2019-12-05,59000
adc5eac1-c3ee-4b7d-8442-8a03cfc8be83,Mcmillian,Edith,2020-04-06,67000
0f1daf9d-bb27-42c2-abdc-01d0e7f5df48,Cabe,Ellen,2020-04-09,99000
cf135f41-310c-49a2-8865-3e35e3d83682,Gregory,Carlos,2020-01-31,66000
ec02b1a7-fde1-4b90-bdc2-00ec74b4dc7d,Oliverio,William,2020-01-28,67000
af98f365-0c66-465b-8269-3175009cac64,Heaton,Linda,2020-01-09,87000
0bb2bbd8-2634-4375-abb1-512520343f1b,Pettry,Joe,2020-03-06,61000
b4564dc3-e910-44eb-8fa6-c6f135eff91d,Hill,Charles,2020-01-12,74000
cae50b19-062f-427c-97ae-109ace9a75ff,Ayers,Angela,2020-04-02,67000
7fddfd00-6893-41d5-b93c-e4ed77d72f39,Tucker,Charity,2020-01-25,72000
5a716ed6-27c2-4904-8b13-f80e69ad212a,Cifuentes,Cindy,2020-02-08,65000
ec759a63-5c7c-4df8-a78c-277cde2df38c,Pischke,Tabatha,2019-12-30,99000
81ae48d5-931c-46ed-92ee-2f8696db9806,Olesen,Heather,2019-12-14,100000
0285627e-acf0-41fb-9541-d0f74d98f862,Adkins,Dan,2020-03-30,51000
3d44ed57-e1b5-4f89-80b8-2fdb375b594c,Roger,Norbert,2020-03-20,78000
a1d7185f-ed14-4245-a68b-2b0be5064400,Waters,Benjamin,2019-11-25,100000
2ae83569-aba7-4a1d-b9da-e324d048ae01,Fraughton,Leslie,2020-03-09,94000
79977453-612c-4d09-87a2-d72021c1cd16,Alzate,Alvin,2020-01-30,89000
db138d6c-0873-4a94-a7e0-0369294a16b3,Vaught,John,2020-02-24,99000
ec26f590-56d9-4cf7-ad03-0133e5894ef1,Mcdonald,Kimberly,2019-12-06,51000
c96c420e-8984-4666-aadb-f7a8cee9bf5e,Edwards,Isabel,2020-03-28,85000
21e3791f-d3cd-4a04-a219-96d21c1e5352,Smith,Ruth,2020-02-16,64000
729aa483-2877-41b3-9ce1-1d50a7ad9b11,Knight,Iva,2020-02-26,70000
d7778e3f-832b-4a9d-86f1-85f3479f392f,Richmond,Dale,2020-02-20,76000
b938216f-0eeb-44b1-8f35-0c027ad7f9b6,Hunt,Maureen,2020-02-27,62000
04484334-df44-4fe8-bb1e-41ef6a12086d,Livley,Lloyd,2020-01-17,62000
162eca8d-e277-4751-9745-84a4875551c0,Martin,Angelita,2020-03-17,54000
732f4dce-0aed-4fa9-b3c5-c835ac34704d,Toms,Sandra,2019-12-01,54000
5653a255-42e5-41db-b4d7-2d53439ac7e7,Gavia,Cathy,2019-12-24,79000
aa4b425a-a957-4b7f-a5ba-8d5795887570,Harper,Thomas,2019-12-29,54000
37b941c1-a383-4fe8-a2e0-f48713de3e2a,Yeakley,Earnest,2020-01-15,62000
