EmployeeID,LastName,FirstName,HireDate,Salary
36ed7f02-7608-41d7-9906-da5381a66455,Tobey,Doris,2019-12-29,86000
71013216-9336-4508-9e78-b596e79f5a78,Mcintosh,Thomas,2020-02-02,88000
118026b3-1e51-4e23-987a-d96e9e68a4b3,Gimenez,Robert,2020-02-12,95000
fdd47ef3-681a-4f88-b107-ffdffd10d953,Reach,Jane,2020-02-25,59000
7fbeb16c-72ad-4da1-84ec-1923161a06e3,Moore,Eric,2019-11-29,59000
63d5fa7e-33e5-4d61-9bdd-6442bfafd166,Plummer,Ted,2019-12-16,92000
eb7ba333-e285-40aa-b011-08788e9fbe54,Marzinske,Gregory,2020-03-19,56000
48b0ec1d-9ff5-49e9-a157-34c4e87e9457,Prucha,Betty,2020-01-05,53000
65976e72-579a-4c07-842e-d8011be9d5e1,Volo,Randy,2020-01-15,92000
3ee13699-7e18-4cf4-8f81-603df4011573,Salos,Cynthia,2019-12-31,71000
7edd4c6b-163d-4621-8f0b-faf605e427ee,Hill,Jane,2020-04-06,51000
a7491e42-3ab2-4fa6-bb56-12cdab3e9cbd,Estrada,Cliff,2020-01-23,95000
52e2897f-f41f-4c49-9d00-32a2a3e3f889,Stowe,Jeffrey,2020-03-21,78000
09ad041e-b32c-4d77-86a3-0153a9d5ec53,Solis,Carl,2020-03-15,99000
d3751e26-cd2b-430e-9aa8-430f54eab86e,Thompson,Louis,2019-12-16,86000
5e78eac3-3c2a-4aec-af69-71eccbf2f089,Kantor,Marcos,2019-12-11,93000
d99e83c2-3180-48ae-9cc6-62a4818929ec,Mcanally,George,2020-03-19,68000
e12f6c83-0c00-4b24-883f-be33e0abeb02,Bledsoe,Sammy,2020-04-12,68000
e7786312-09a3-4b3c-9c8b-0f1c16317f73,Boyd,Jessica,2020-01-24,68000
bf8a63b2-8417-47ec-afee-439fa3ede870,Conrad,Mary,2020-03-12,80000
576491a0-9753-4180-9acc-9e8eaae4ce67,James,Julius,2020-02-23,94000
cb4290f7-927c-4d41-a428-44bbd75900c0,Behm,Octavia,2020-01-09,73000
2a14019d-34c7-42de-bd5a-c3107e8ef44e,Arwood,Aaron,2020-01-27,88000
6e6edf0a-0259-4767-b4ec-42a516c1eb6c,Atkins,Laura,2020-03-15,88000
9217258b-9664-4b0c-945b-93abdfae3caa,Jones,Chantell,2020-01-07,89000
16650df2-8815-4ae1-832e-4a1e5365c550,Bivins,Gregory,2020-01-13,98000
4a37f049-5148-45f6-af75-81074e9ef274,Tindle,Aaron,2020-02-25,99000
f5c49930-ddb8-4bf1-b554-0a8ab0afe9c1,Cook,Allen,2020-03-29,67000
ff4d74ea-bbe8-4ab1-96f3-fd0c21129554,Brothers,Helen,2020-03-14,97000
ee191668-b666-46cc-9679-e1f66aa45d98,Cox,Eric,2019-12-07,52000
687d9569-f134-4df9-ae51-9321416a87da,Whitehead,Cynthia,2019-12-25,61000
999393fe-7481-4a59-bc98-3986ce106201,Perry,Eugene,2019-11-27,59000
e7ee921e-7fc5-4fe6-a1e7-0e7769984da1,Baumgartner,Shani,2020-03-12,92000
2adf5d49-f46a-4465-875c-561df523f3fb,Aycock,Daniel,2019-12-06,71000
7c7063bf-aea7-4520-9569-b0c0ba16066c,Soto,James,2019-12-03,98000
09fb8948-fa22-4ef5-b2c6-0ba35a3094c2,Ramirez,George,2019-12-10,59000
22c924cb-9b4a-42c6-b5d1-8a820da2d6e9,Cates,Patricia,2020-02-02,85000
f98c9e00-6345-44c5-889e-d1ea3d989baa,Charles,Jude,2020-02-02,71000
d0017316-71ff-46fe-bea4-9c26e4d30d08,Hale,James,2019-11-22,63000
9597ecc1-0797-4dac-bb0a-1ab216722976,Adair,Dustin,2020-03-25,77000
010d050b-06d9-4c59-9552-fb9861409ff5,Gomez,Jose,2020-01-23,75000
cbc6aa8a-a633-4e0e-a48f-53c5228ea54c,Toman,Betty,2020-02-10,74000
7bc1c076-4458-4102-a6dd-5d37c5d94e79,Cifuentes,Francis,2020-03-11,57000
21c970bf-01ec-46e0-a448-00558908a790,Edmiston,Deidre,2020-01-14,76000
4840b50c-b024-4f32-b31a-fa9965ee2c65,Uutela,Sonia,2019-12-21,78000
016ffa01-10c5-4334-9c96-66d02d6a98c9,Nelson,Jane,2020-03-17,89000
6bfd8e81-67c1-4941-aef0-f80081a42388,Martin,Charles,2020-04-08,50000
1288e8f6-5030-491f-bd86-5c3a983a8d69,Mitchell,Marion,2020-03-30,83000
31fa5024-1d59-48b9-b62e-50e510fc92e1,Ransom,Mike,2019-11-22,84000
312635e8-0978-4ac8-9d57-7802e6fae52f,Davis,Adela,2019-11-19,66000
7d1437c4-3cc1-4640-8c22-492e70a5ae90,Touhey,Rex,2020-01-28,68000
0aa87b62-977b-410e-bdb2-38c540794f90,Miller,Brenda,2019-12-02,66000
1476e2d0-8ddb-47ae-8aba-24f633d20472,Bowlin,James,2019-11-18,79000
eec89047-6f74-49a6-8508-961cfec8062e,Jackson,Marvin,2019-12-17,80000
85dd2cab-49cf-4995-8a4c-766482c73607,Nealy,Angel,2019-12-11,84000
e05a5b49-59a3-4698-83b6-c9e7b88c1f79,Shaw,Linda,2019-12-31,85000
01590b37-6cdc-4575-b659-93ee138738e0,Williams,Janet,2020-01-24,100000
b17013cc-7ff4-49d9-952e-12154b0ae72c,Jones,Kirk,2020-04-05,89000
23dc2d7b-33b4-4fd6-b80e-94eeea6ecfd9,Donaldson,Johnnie,2020-02-03,96000
